dl,fl1,fl2,fl3,kl,layer,optimizer,train_acc,train_loss,val_acc,val_loss,trainable_params
16,32,16,64,5,2,Nadam,0.9105513189148644,0.2096000412859303,0.8912228057163303,0.2641017255663245,18914
16,32,16,64,5,3,Nadam,0.9095511938768828,0.21285288640932376,0.8979744936383107,0.2484564096644748,24866
32,32,16,64,5,1,RMSprop,0.9072384047782456,0.2132167514746119,0.8874718679968016,0.2744989098757915,17154
32,32,16,64,5,2,RMSprop,0.907363420435005,0.21267686576929104,0.8952238059514879,0.2680046520521713,19218
32,32,16,64,5,3,RMSprop,0.906925865740668,0.22097385304887185,0.8869717429655437,0.2802722148222755,25938
32,32,16,64,5,1,Adam,0.9083635454431804,0.20870119042751387,0.8932233058264566,0.2628876537077127,17154
32,32,16,64,5,2,Adam,0.9083635454431804,0.21158052228576527,0.8929732433257326,0.26663535759952195,19218
32,32,16,64,5,3,Adam,0.908176022010202,0.2144317108365145,0.8934733683569904,0.25910874028583264,25938
32,32,16,64,5,1,SGD,0.8644205525467166,0.3091347668394921,0.8639659915127793,0.3127209557000027,17154
32,32,16,64,5,2,SGD,0.8674834354368802,0.3084509723081277,0.8679669917628419,0.3082582801394118,19218
32,32,16,64,5,3,SGD,0.8544818102262783,0.3327727634629721,0.8534633658414603,0.3337473601147544,25938
32,32,16,64,5,1,Nadam,0.9091761469960228,0.20601317042920092,0.8957239310125554,0.26331301567091825,17154
32,32,16,64,5,2,Nadam,0.9133641705287668,0.2020615646926492,0.8932233058413614,0.2678695503891513,19218
32,32,16,64,5,3,Nadam,0.9076134516814602,0.211880118482384,0.8902225556538146,0.26787069122041274,25938
64,32,16,64,5,1,RMSprop,0.906175771949142,0.21866955342762529,0.8922230557788459,0.26759374447988554,18274
64,32,16,64,5,2,RMSprop,0.9088011001449688,0.2106521719823794,0.8909727432156063,0.3016933937405431,19826
64,32,16,64,5,3,RMSprop,0.903612951626404,0.2255261164963812,0.8904726181694436,0.2685907744569879,28082
64,32,16,64,5,1,Adam,0.9129266158120752,0.19943428211773853,0.8984746186695686,0.2567965637582277,18274
64,32,16,64,5,2,Adam,0.9096762095038362,0.20839844181051345,0.8914728682319591,0.26495078318221593,19826
64,32,16,64,5,3,Adam,0.9088011001449688,0.2142478666979792,0.8937234309024291,0.26418402150113096,28082
64,32,16,64,5,1,SGD,0.865045630703838,0.30493213941896985,0.8559639910275592,0.31532877820019245,18274
64,32,16,64,5,2,SGD,0.8662957869510172,0.3061904307864192,0.8659664916378106,0.31058656282873864,19826
64,32,16,64,5,3,SGD,0.8552319039730955,0.33853519915163344,0.8602150537932506,0.3203453017670264,28082
64,32,16,64,5,1,Nadam,0.9094261782499296,0.20483321221206527,0.8934733683569904,0.2735953680997671,18274
64,32,16,64,5,2,Nadam,0.909926240757743,0.21085232783703672,0.8864716179342859,0.2906087547890929,19826
64,32,16,64,5,3,Nadam,0.9100512564145024,0.21335117851984411,0.8944736184344109,0.26473949171805805,28082
128,32,16,64,5,1,RMSprop,0.9053006625828228,0.21652606016197032,0.8937234308875242,0.2755661826188578,20514
128,32,16,64,5,2,RMSprop,0.9056757094413284,0.22162530243542064,0.8899724931381857,0.2643295630168009,21042
128,32,16,64,5,3,RMSprop,0.9078009751069872,0.21999477453581995,0.8924731183093797,0.26504132408713005,32370
128,32,16,64,5,1,Adam,0.9097387173247644,0.2080717137816221,0.8867216804499148,0.28232444427436104,20514
128,32,16,64,5,2,Adam,0.9123640454833336,0.2067944400998887,0.8939734933733433,0.2581897411615618,21042
128,32,16,64,5,3,Adam,0.9084885610701338,0.2195100734204311,0.8867216804350099,0.2853988769256225,32370
128,32,16,64,5,1,SGD,0.8659207400776086,0.3063601962677135,0.8657164291221817,0.3064369036573623,20514
128,32,16,64,5,2,SGD,0.8614201775072873,0.32137980841073205,0.8587146786994772,0.3287733391795524,21042
128,32,16,64,5,3,SGD,0.8611076384548069,0.3298091308718727,0.8657164291370866,0.3123609266912499,32370
128,32,16,64,5,1,Nadam,0.9087385923240404,0.2110328100875983,0.8934733683868001,0.2686668365530504,20514
128,32,16,64,5,2,Nadam,0.910113764198173,0.211999917485063,0.891972993248312,0.2565742766791565,21042
128,32,16,64,5,3,Nadam,0.9069883735243388,0.21691066623088015,0.8924731183093797,0.27179419061308296,32370
16,32,16,128,5,1,RMSprop,0.9105513189148644,0.20772428639817125,0.8929732433108277,0.26448801037638625,16594
16,32,16,128,5,2,RMSprop,0.9067383422927866,0.21700570703899655,0.8924731182795699,0.26391049518633497,18914
16,32,16,128,5,3,RMSprop,0.9074884360396038,0.2223018823634656,0.8874718679818966,0.2951938330150897,31074
16,32,16,128,5,1,Adam,0.9095511938992374,0.2062409008062695,0.8979744936532156,0.24965696326715706,16594
16,32,16,128,5,2,Adam,0.9079884985697718,0.21158698024112949,0.8839709927630921,0.28657828152895154,18914
16,32,16,128,5,3,Adam,0.910113764198173,0.21292883236622984,0.8949737434507639,0.25234826000057536,31074
16,32,16,128,5,1,SGD,0.8658582322566803,0.3019522952968619,0.8637159290120553,0.3075557011131884,16594
16,32,16,128,5,2,SGD,0.8682335291762459,0.30447028472447696,0.8572143036206087,0.3197756302851562,18914
16,32,16,128,5,3,SGD,0.8498562320066491,0.345093235449875,0.8584646161689434,0.3271912104243128,31074
16,32,16,128,5,1,Nadam,0.91148893609466,0.2019848693271647,0.8924731182944747,0.2684508374249169,16594
16,32,16,128,5,2,Nadam,0.9103637954818858,0.20824110799924644,0.8957239309976506,0.2638925969876418,18914
16,32,16,128,5,3,Nadam,0.9073009126140767,0.21190476927737215,0.8894723681218328,0.2713582859199683,31074
32,32,16,128,5,1,RMSprop,0.9092386548094994,0.212285606803682,0.8912228057312351,0.2933301283929252,17154
32,32,16,128,5,2,RMSprop,0.9078634829353668,0.2169531778251846,0.8914728682319591,0.28232829862049025,19218
32,32,16,128,5,3,RMSprop,0.90567570944878,0.2246582663742259,0.8887221805451363,0.27885137399633875,33170
32,32,16,128,5,1,Adam,0.9104888111088392,0.2063295593626582,0.8904726181694436,0.26072047729437337,17154
32,32,16,128,5,2,Adam,0.9078634829428184,0.2078307417891654,0.888722180574946,0.29902613364582986,19218
32,32,16,128,5,3,Adam,0.9080510063832484,0.215870223303246,0.891722930747588,0.2685357632376785,33170
32,32,16,128,5,1,SGD,0.8663582947942998,0.30403014107679843,0.8599649912776217,0.31632207432786474,17154
32,32,16,128,5,2,SGD,0.86435804473324,0.3096486490873236,0.8659664916676204,0.3079647360279668,19218
32,32,16,128,5,3,SGD,0.8507313414251287,0.3447633632266055,0.8579644911227807,0.3293407513003374,33170
32,32,16,128,5,1,Nadam,0.9094261782499296,0.2076337484707831,0.8912228057014253,0.2784645220925731,17154
32,32,16,128,5,2,Nadam,0.9089886235555928,0.21234972239405026,0.8957239309976506,0.2583449860421322,19218
32,32,16,128,5,3,Nadam,0.9083010376148009,0.21373889039480504,0.8962240560140035,0.2580226001612214,33170
64,32,16,128,5,1,RMSprop,0.9069883735243388,0.2118617745144529,0.8902225556538146,0.26840656430878085,18274
64,32,16,128,5,2,RMSprop,0.9081760220027504,0.21669967658561626,0.8884721180444123,0.2684706527982899,19826
64,32,16,128,5,3,RMSprop,0.9047380922615328,0.2266838994277225,0.8889722430607652,0.28512228314400795,37362
64,32,16,128,5,1,Adam,0.912489061110287,0.2015116954389282,0.8949737434507639,0.25924388457310443,18274
64,32,16,128,5,2,Adam,0.9113014126765846,0.2100758129193613,0.8887221805600412,0.2709146962594497,19826
64,32,16,128,5,3,Adam,0.9086135766747326,0.2105570179126772,0.889472368092023,0.27516447619129103,37362
64,32,16,128,5,1,SGD,0.8699212401624709,0.30185531827714657,0.8599649912627169,0.3202820749886783,18274
64,32,16,128,5,2,SGD,0.8589198649980259,0.323738443753111,0.8519629907774967,0.3289543006845819,19826
64,32,16,128,5,3,SGD,0.856419552421701,0.3343479267201255,0.8549637409650436,0.3354981603861511,37362
64,32,16,128,5,1,Nadam,0.9111763970272768,0.20001469162197424,0.8892223055912991,0.25735553082569623,18274
64,32,16,128,5,2,Nadam,0.9099887485786712,0.20841239804453454,0.8947236809500398,0.25524801086652105,19826
64,32,16,128,5,3,Nadam,0.9077384673084136,0.21612000532037529,0.8967241810750711,0.25177541062902825,37362
128,32,16,128,5,1,RMSprop,0.9044255531717948,0.2206773549068688,0.8972243060914241,0.2686253312074354,20514
128,32,16,128,5,2,RMSprop,0.9029253656781604,0.2262696314331576,0.8874718679818966,0.2746858781994984,21042
128,32,16,128,5,3,RMSprop,0.9049256157019628,0.2242703321878277,0.8792198049661427,0.30504685662692416,45746
128,32,16,128,5,1,Adam,0.913801725215652,0.1984198208977944,0.8884721180593171,0.2871832699813256,20514
128,32,16,128,5,2,Adam,0.9090511313988754,0.20969066499698785,0.8897224306225568,0.27897091151014153,21042
128,32,16,128,5,3,Adam,0.9099887485712196,0.2129690015344139,0.8987246811851974,0.2580222434723607,45746
128,32,16,128,5,1,SGD,0.8692336542142274,0.3033667935596613,0.8617154288721192,0.31555527117765675,20514
128,32,16,128,5,2,SGD,0.8602325290735848,0.3246321632297565,0.8614653663564903,0.3217169657912246,21042
128,32,16,128,5,3,SGD,0.8506063257758208,0.3434333545384608,0.8204551138082544,0.4108356411202486,45746
128,32,16,128,5,1,Nadam,0.9076134516591056,0.21215880581540214,0.8894723681218328,0.2790307199084541,20514
128,32,16,128,5,2,Nadam,0.911113889243606,0.20610734998643326,0.8932233058413614,0.2642006091130737,21042
128,32,16,128,5,3,Nadam,0.9055506938367296,0.223229318536778,0.8962240560140035,0.2516106426395396,45746
16,32,32,16,5,1,RMSprop,0.9068633579271916,0.2143884797540139,0.8944736184195059,0.2596930226450355,16594
16,32,32,16,5,2,RMSprop,0.9088636079286392,0.2152154909756306,0.8949737434358589,0.2829773459107496,21746
16,32,32,16,5,3,RMSprop,0.9058632329115646,0.2260537608654138,0.8917229307624929,0.27683432231428745,24066
16,32,32,16,5,1,Adam,0.9121765220429036,0.20124818123285584,0.8967241810452613,0.256469657262226,16594
16,32,32,16,5,2,Adam,0.9096762095038362,0.20861565114438704,0.8944736184195059,0.26660937709148363,21746
16,32,32,16,5,3,Adam,0.9096762095038362,0.21405813845666455,0.8874718679818966,0.2779802011866723,24066
16,32,32,16,5,1,SGD,0.8764220527565946,0.2926677580369101,0.8759689922629669,0.29594688009816306,16594
16,32,32,16,5,2,SGD,0.8634829353520178,0.3147514228381757,0.8614653663564903,0.3223978436255521,21746
16,32,32,16,5,3,SGD,0.857919739952593,0.3271902677587813,0.8654663666065529,0.31100569281258506,24066
16,32,32,16,5,1,Nadam,0.9108638579673448,0.2018946008445889,0.8927231808250086,0.2745062893600755,16594
16,32,32,16,5,2,Nadam,0.9109263657808214,0.20601835429802556,0.8874718679968016,0.2881846883708938,21746
16,32,32,16,5,3,Nadam,0.908551068891062,0.211664944593758,0.8907226806850724,0.260433522048638,24066
32,32,32,16,5,1,RMSprop,0.9065508188523566,0.2148093840009288,0.8974743686070529,0.2625750727051644,17154
32,32,32,16,5,2,RMSprop,0.9085510688836104,0.21413593948658646,0.8934733683718953,0.2708541753851613,22306
32,32,32,16,5,3,RMSprop,0.9017377171997488,0.22555195902007225,0.8902225556687196,0.2726282692307322,24370
32,32,32,16,5,1,Adam,0.9119889986024736,0.20468279777334802,0.8934733683569904,0.2564318127768074,17154
32,32,32,16,5,2,Adam,0.9094261782722841,0.21109602115335785,0.8934733683718953,0.2628386560291849,22306
32,32,32,16,5,3,Adam,0.9103012876609576,0.2107725805341117,0.8939734934031531,0.2662726193480147,24370
32,32,32,16,5,1,SGD,0.866733341645354,0.3033361485346002,0.8659664916378106,0.306748499674152,17154
32,32,32,16,5,2,SGD,0.8624828103289394,0.3132470063525209,0.8649662415603901,0.3034251184910945,22306
32,32,32,16,5,3,SGD,0.8638579822254264,0.3194409744570234,0.8644661165440372,0.3166607758027967,24370
32,32,32,16,5,1,Nadam,0.9124890611326416,0.20138821742682625,0.8914728682468641,0.26757034382154776,17154
32,32,32,16,5,2,Nadam,0.909738717347119,0.20964507802953894,0.888722180574946,0.3037118989844774,22306
32,32,32,16,5,3,Nadam,0.9067383422927866,0.2170079370110888,0.8909727432156063,0.26734479941347594,24370
64,32,32,16,5,1,RMSprop,0.9082385298013241,0.21283382962369696,0.8774693673567403,0.30021159740634845,18274
64,32,32,16,5,2,RMSprop,0.9084260532343026,0.218244406238528,0.8904726181694436,0.2638596118010709,23426
64,32,32,16,5,3,RMSprop,0.9073634204275536,0.21899057013893264,0.8937234308726193,0.2684035525899674,24978
64,32,32,16,5,1,Adam,0.9107388423552945,0.20455591522826894,0.8804701175442873,0.307354295736672,18274
64,32,32,16,5,2,Adam,0.9109888736092012,0.2070502701055588,0.8882220555287833,0.27506442521923513,23426
64,32,32,16,5,3,Adam,0.9081760219803958,0.21532055213982232,0.8977244311226819,0.2613243494861929,24978
64,32,32,16,5,1,SGD,0.866920865100687,0.3052609689698575,0.8717179294972754,0.30607500502797297,18274
64,32,32,16,5,2,SGD,0.8666708338542318,0.3056598016546285,0.8667166791846973,0.30494768124247945,23426
64,32,32,16,5,3,SGD,0.8414176772171027,0.3639635712724281,0.8434608652461139,0.35083300544488843,24978
64,32,32,16,5,1,Nadam,0.9113639204677068,0.2037434852078365,0.8904726181545386,0.2633225537834689,18274
64,32,32,16,5,2,Nadam,0.906363295419378,0.21337004459612904,0.8909727431857964,0.27878880343546897,23426
64,32,32,16,5,3,Nadam,0.907863482920464,0.2172283207100471,0.8897224306076519,0.2785192231486278,24978
128,32,32,16,5,1,RMSprop,0.904175521917888,0.22229296518372124,0.8929732433257326,0.26554852244137944,20514
128,32,32,16,5,2,RMSprop,0.9052381547469917,0.2260430660469038,0.8884721180444123,0.2940930148889852,25666
128,32,32,16,5,3,RMSprop,0.9066133266732848,0.22044311634845054,0.8929732433257326,0.2609058675929349,26194
128,32,32,16,5,1,Adam,0.9124890611326416,0.20071005360887587,0.8954738684820217,0.2621643673847484,20514
128,32,32,16,5,2,Adam,0.9079259907562952,0.2088704626401345,0.8942235559187821,0.25617408704745764,25666
128,32,32,16,5,3,Adam,0.9088636079286392,0.2132001671987126,0.8994748687171793,0.25121445928135044,26194
128,32,32,16,5,1,SGD,0.870483810483761,0.29975074321378065,0.8647161790596659,0.3109338858383064,20514
128,32,32,16,5,2,SGD,0.8639829978747343,0.31209171086397003,0.8609652413252324,0.3145398299942675,25666
128,32,32,16,5,3,SGD,0.8554194274358801,0.3302770061207676,0.861965491402653,0.31551515161767546,26194
128,32,32,16,5,1,Nadam,0.9073009125991738,0.21370119272597,0.8964741185594421,0.26665172946694554,20514
128,32,32,16,5,2,Nadam,0.9101762720116496,0.2081484765285685,0.8914728682319591,0.3021448251678813,25666
128,32,32,16,5,3,Nadam,0.909238654831854,0.21245162301897214,0.8877219304826206,0.29051246128698743,26194
16,32,32,32,5,1,RMSprop,0.9078634829428184,0.2125500117518601,0.8894723681069279,0.2687488736756655,16594
16,32,32,32,5,2,RMSprop,0.908926115742116,0.2152796826659627,0.8747186796848224,0.3147051602855388,21746
16,32,32,32,5,3,RMSprop,0.9051756469409664,0.22382468800069186,0.8834708677467389,0.27733557360355304,26898
16,32,32,32,5,1,Adam,0.9103637954744344,0.20142990795112814,0.897474368592148,0.2531923071671558,16594
16,32,32,32,5,2,Adam,0.908363545420826,0.20923777196357468,0.8917229307624929,0.2558150695067222,21746
16,32,32,32,5,3,Adam,0.9103012876684092,0.21091018076732254,0.8894723681069279,0.2624443719001912,26898
16,32,32,32,5,1,SGD,0.8631078884860608,0.3123290268931333,0.8654663665916479,0.3140321230852595,16594
16,32,32,32,5,2,SGD,0.8669208650932355,0.30548577440024943,0.8649662415603901,0.3085934032079845,21746
16,32,32,32,5,3,SGD,0.8614201774998358,0.3152396107635761,0.8652163040909239,0.31196785298443697,26898
16,32,32,32,5,1,Nadam,0.9109263658031759,0.2025450763851125,0.8889722430756701,0.2718373441784106,16594
16,32,32,32,5,2,Nadam,0.9115514439379429,0.2075029053879106,0.8937234308726193,0.27558379454683085,21746
16,32,32,32,5,3,Nadam,0.9084885610701338,0.21235031627583376,0.888722180574946,0.2657892199926717,26898
32,32,32,32,5,1,RMSprop,0.9071758969871234,0.2118065300464988,0.8912228057014253,0.2712274432130145,17154
32,32,32,32,5,2,RMSprop,0.9046130766345792,0.22184028864700447,0.8882220555287833,0.2742980343195819,22306
32,32,32,32,5,3,RMSprop,0.9064258032254032,0.2215045726523227,0.8902225556538146,0.2695198251504128,27458
32,32,32,32,5,1,Adam,0.9108638579598932,0.20413497030913846,0.8909727432007013,0.2615147218961482,17154
32,32,32,32,5,2,Adam,0.9096137016978112,0.2081475466106039,0.8697174293722443,0.3338581242578332,22306
32,32,32,32,5,3,Adam,0.9047380922615328,0.222086485010048,0.8914728682468641,0.2646041657811971,27458
32,32,32,32,5,1,SGD,0.8684835604227011,0.3062967120192769,0.8704676169340358,0.3085423646628425,17154
32,32,32,32,5,2,SGD,0.8665458182272784,0.314139959754117,0.8644661165440372,0.3146387570446567,22306
32,32,32,32,5,3,SGD,0.8642330291137379,0.3120766395717163,0.8582145536831243,0.3203076433318649,27458
32,32,32,32,5,1,Nadam,0.9113014126765846,0.2047583106702634,0.8982245561539396,0.2531059892938029,17154
32,32,32,32,5,2,Nadam,0.9097387173545703,0.20816501606209664,0.8962240560140035,0.2539832342931198,22306
32,32,32,32,5,3,Nadam,0.9080510063534424,0.2133713613137005,0.8939734933733433,0.267765340912518,27458
64,32,32,32,5,1,RMSprop,0.9072384048005999,0.21632791922969927,0.8949737434358589,0.26118608992281306,18274
64,32,32,32,5,2,RMSprop,0.9049256157094142,0.22149135437291634,0.8774693673716453,0.31078200982373544,23426
64,32,32,32,5,3,RMSprop,0.9051131391423928,0.22457039819576025,0.8884721180444123,0.27269096700108986,28578
64,32,32,32,5,1,Adam,0.9126140767595948,0.20069183408282584,0.8832208052013003,0.2960877972271896,18274
64,32,32,32,5,2,Adam,0.9098637329442664,0.20645974165056627,0.8944736184195059,0.27086202283446925,23426
64,32,32,32,5,3,Adam,0.9069883735317904,0.21670245311121328,0.894723680935135,0.2702807278804822,28578
64,32,32,32,5,1,SGD,0.8666708338616833,0.3065935814473045,0.8587146786845723,0.3171238389111185,18274
64,32,32,32,5,2,SGD,0.8619202400151007,0.3192276230252136,0.8612153038408614,0.31753180518273144,23426
64,32,32,32,5,3,SGD,0.8544818102039238,0.34123160756108223,0.8657164291072769,0.32263279896090696,28578
64,32,32,32,5,1,Nadam,0.9112389048407532,0.20527651869314792,0.8849712428256076,0.2769981120662052,18274
64,32,32,32,5,2,Nadam,0.9094886860932122,0.21061252681989048,0.8869717429506389,0.28555677983202793,23426
64,32,32,32,5,3,Nadam,0.9079884985399658,0.21400542519795684,0.894723680935135,0.25233336564346265,28578
128,32,32,32,5,1,RMSprop,0.9066133266434788,0.21501924332540054,0.8767191798247586,0.3505767945216041,20514
128,32,32,32,5,2,RMSprop,0.905363170403751,0.2224660702929942,0.8854713678717703,0.2940832153204889,25666
128,32,32,32,5,3,RMSprop,0.9076759594949368,0.220606184184038,0.8919729932781219,0.2703434365165028,30818
128,32,32,32,5,1,Adam,0.910551318922316,0.20397929904430806,0.8972243061063289,0.2506099166453377,20514
128,32,32,32,5,2,Adam,0.9135516939393908,0.20464677357952327,0.89472368092023,0.2635589289304524,25666
128,32,32,32,5,3,Adam,0.9074259282186756,0.2131213103049039,0.8894723681069279,0.2659663146333296,30818
128,32,32,32,5,1,SGD,0.8652956619651962,0.3064497601003822,0.8562140535431881,0.31127460950402863,20514
128,32,32,32,5,2,SGD,0.8644830603899993,0.3125392648484919,0.8604651163088796,0.328368365295114,25666
128,32,32,32,5,3,SGD,0.8293536692161025,0.3822985572999143,0.840210052542938,0.3521520536030552,30818
128,32,32,32,5,1,Nadam,0.9071133891587436,0.21470747337142052,0.8949737434507639,0.25647951886858994,20514
128,32,32,32,5,2,Nadam,0.908926115742116,0.2129852281975804,0.8932233058413614,0.2632783115148604,25666
128,32,32,32,5,3,Nadam,0.9104888110790332,0.20796474357357855,0.897474368592148,0.2729411163265093,30818
16,32,32,64,5,1,RMSprop,0.9056757094711344,0.21533718626750145,0.8877219304975256,0.2718223641070165,16594
16,32,32,64,5,2,RMSprop,0.9064258032105,0.2162412721805758,0.8882220555436883,0.273207246087199,21746
16,32,32,64,5,3,RMSprop,0.9051131391498444,0.2253697601241653,0.8899724931232809,0.2646884981670449,32562
16,32,32,64,5,1,Adam,0.9109263657808214,0.20686736646753234,0.8902225556538146,0.2711959247493422,16594
16,32,32,64,5,2,Adam,0.9088011001151628,0.2122379686142716,0.8949737434358589,0.25496193454709165,21746
16,32,32,64,5,3,Adam,0.909113639182546,0.21451782410775053,0.8814703676068029,0.29756671405637464,32562
16,32,32,64,5,1,SGD,0.8736092011277893,0.29382625015426656,0.8714678669816466,0.3027350532021872,16594
16,32,32,64,5,2,SGD,0.8625453181722221,0.3178311312611453,0.8514628657611437,0.3378057167899105,21746
16,32,32,64,5,3,SGD,0.8571696462206787,0.3297352615684729,0.861965491402653,0.3179461632588113,32562
16,32,32,64,5,1,Nadam,0.9096762095336424,0.20602048034108508,0.8972243060765192,0.2427200671433508,16594
16,32,32,64,5,2,Nadam,0.9114264282811834,0.20663995796132048,0.8927231808101037,0.2622233974237566,21746
16,32,32,64,5,3,Nadam,0.9081760219878472,0.2134108837162544,0.8997249312328082,0.25123436453864706,32562
32,32,32,64,5,1,RMSprop,0.906550818859808,0.21393781566857573,0.8852213053710463,0.2938514366060324,17154
32,32,32,64,5,2,RMSprop,0.9049881235228908,0.21898823227965766,0.8847211803248836,0.2925868244633492,22306
32,32,32,64,5,3,RMSprop,0.9039254906937874,0.22596249110639985,0.8939734934031531,0.2631259198172685,33634
32,32,32,64,5,1,Adam,0.9098637329740724,0.20387118645799449,0.8944736184195059,0.2734874627327257,17154
32,32,32,64,5,2,Adam,0.9091761470183772,0.20733943352540266,0.8859714928881232,0.2723984543972833,22306
32,32,32,64,5,3,Adam,0.906738342300238,0.215885498453966,0.8907226806701676,0.27997768103003234,33634
32,32,32,64,5,1,SGD,0.8733591699036886,0.29705132233498915,0.8667166791697924,0.3127501873254299,17154
32,32,32,64,5,2,SGD,0.8636704588073509,0.3154655436077391,0.8664666166839733,0.3102332813556745,22306
32,32,32,64,5,3,SGD,0.8572321539968979,0.328024989985752,0.8529632408251074,0.32977472436103145,33634
32,32,32,64,5,1,Nadam,0.9106763345418176,0.202980672367544,0.8969742435906999,0.2609962936855013,17154
32,32,32,64,5,2,Nadam,0.91092636577337,0.20895524032470775,0.8914728682468641,0.2740372583012964,22306
32,32,32,64,5,3,Nadam,0.9080510063534424,0.2162121225407845,0.8929732433108277,0.2674610498965636,33634
64,32,32,64,5,1,RMSprop,0.9057382172548052,0.21769767930908848,0.8924731183093797,0.2589206865248784,18274
64,32,32,64,5,2,RMSprop,0.9050506313140132,0.22190959085068235,0.880970242575545,0.28649318280086483,23426
64,32,32,64,5,3,RMSprop,0.9071133891810982,0.22555274934280756,0.8942235559038771,0.272930356942883,35778
64,32,32,64,5,1,Adam,0.911426428303538,0.20521235535209334,0.8889722430756701,0.27295339956346765,18274
64,32,32,64,5,2,Adam,0.9099887485712196,0.21014756325025505,0.89472368092023,0.2780075422650011,23426
64,32,32,64,5,3,Adam,0.9099262407651943,0.20913502146483048,0.8899724931232809,0.28263379219070794,35778
64,32,32,64,5,1,SGD,0.8664208025779705,0.30765277643563793,0.8649662415901999,0.30740431492911124,18274
64,32,32,64,5,2,SGD,0.8610451306413301,0.32158419267060323,0.864966241575295,0.3171775945538907,23426
64,32,32,64,5,3,SGD,0.8626078259856987,0.31798569391050674,0.8629657414502637,0.31225611193086483,35778
64,32,32,64,5,1,Nadam,0.9079259907488436,0.2116310552539401,0.8982245561688446,0.2491658506847436,18274
64,32,32,64,5,2,Nadam,0.9098637329666208,0.2103507735919343,0.8817204301373367,0.2879688984589387,23426
64,32,32,64,5,3,Nadam,0.9083010376371552,0.2145108572653434,0.9012253063414866,0.25941910129110346,35778
128,32,32,64,5,1,RMSprop,0.9066758344569554,0.2201917880238153,0.891722930747588,0.2793909330596385,20514
128,32,32,64,5,2,RMSprop,0.904363045388124,0.2218129723008565,0.8597149287470879,0.3462480777377604,25666
128,32,32,64,5,3,RMSprop,0.9073634204051988,0.21819561052052644,0.8932233058264566,0.2626410400153518,40066
128,32,32,64,5,1,Adam,0.9121765220429036,0.20216044376367093,0.8812203050911741,0.2828217975480403,20514
128,32,32,64,5,2,Adam,0.9119889986024736,0.20623943177420345,0.891722930747588,0.26266951739758243,25666
128,32,32,64,5,3,Adam,0.9073009126215282,0.2174878572682572,0.8887221805600412,0.27799825035324394,40066
128,32,32,64,5,1,SGD,0.8658582322566803,0.3058577359750995,0.8569642410900749,0.3305215921945112,20514
128,32,32,64,5,2,SGD,0.8621702712988135,0.32054490878188857,0.8629657414502637,0.3112276979582582,25666
128,32,32,64,5,3,SGD,0.8606700837381155,0.3237581137441549,0.8662165541534396,0.3221543303174536,40066
128,32,32,64,5,1,Nadam,0.9075509438456291,0.2124388099307268,0.8892223055912991,0.28474652854002364,20514
128,32,32,64,5,2,Nadam,0.9091761469960228,0.20663398304742966,0.8924731183093797,0.2704653408258192,25666
128,32,32,64,5,3,Nadam,0.9063632954119264,0.21756350558010365,0.8939734933882483,0.2553572448813101,40066
16,32,32,128,5,1,RMSprop,0.9048631078884859,0.22059460972186729,0.8912228057014253,0.2648346811927953,16594
16,32,32,128,5,2,RMSprop,0.9046755844257016,0.2190890613506028,0.880970242575545,0.3082910896756107,21746
16,32,32,128,5,3,RMSprop,0.9054881860232528,0.2242690863760505,0.8844711177794449,0.31223104245426,43890
16,32,32,128,5,1,Adam,0.9117389673783728,0.20170073073619546,0.8942235558889723,0.26962857759946823,16594
16,32,32,128,5,2,Adam,0.9091761470183772,0.21328743469426004,0.8889722430756701,0.2808976744071756,21746
16,32,32,128,5,3,Adam,0.9089886235853988,0.21200106500767069,0.8974743686070529,0.25992318196024233,43890
16,32,32,128,5,1,SGD,0.8706088260883599,0.2968632589989803,0.8694673668566153,0.30023633967595986,16594
16,32,32,128,5,2,SGD,0.8683585448181023,0.3079878405893366,0.8629657414651686,0.3114548415042484,21746
16,32,32,128,5,3,SGD,0.8560445055408409,0.33022213745585144,0.8577144286220567,0.3242800516295534,43890
16,32,32,128,5,1,Nadam,0.9113639204900612,0.2092533591077065,0.8957239309976506,0.2517732544954672,16594
16,32,32,128,5,2,Nadam,0.908613576682184,0.21029416407077875,0.8922230557937507,0.26128841182773604,21746
16,32,32,128,5,3,Nadam,0.9061757719714963,0.22163028837438825,0.8929732433108277,0.25435336697664995,43890
32,32,32,128,5,1,RMSprop,0.9081135141892736,0.21111875852999096,0.8939734933882483,0.2556995577918318,17154
32,32,32,128,5,2,RMSprop,0.9058632328817584,0.22081191084719196,0.8799699925428391,0.30130837146387485,22306
32,32,32,128,5,3,RMSprop,0.9046130766420308,0.21998950552532026,0.8892223055912991,0.2705284276360957,45986
32,32,32,128,5,1,Adam,0.9101762720340042,0.2060496631373106,0.8919729932781219,0.25310681728265616,17154
32,32,32,128,5,2,Adam,0.9105513189148644,0.2085621942359554,0.8937234308875242,0.2726708053610986,22306
32,32,32,128,5,3,Adam,0.909238654831854,0.2121212902876016,0.8904726181843484,0.2690883593787012,45986
32,32,32,128,5,1,SGD,0.8650456306814834,0.3081785381950577,0.8604651162939747,0.3231544476780304,17154
32,32,32,128,5,2,SGD,0.8618577321941725,0.3140274524960701,0.8652163040909239,0.31190188568170196,22306
32,32,32,128,5,3,SGD,0.8537942242854862,0.33389324331703835,0.8589647412151061,0.3229906678974822,45986
